Rank,Player,Deck,Wins,Losses,Card,Count,Main/Side
14,Garrison Fogt,Four-color Cycling,7,2,Zenith Flare,4,Main
14,Garrison Fogt,Four-color Cycling,7,2,Improbable Alliance,3,Main
14,Garrison Fogt,Four-color Cycling,7,2,Brightclimb Pathway,2,Main
14,Garrison Fogt,Four-color Cycling,7,2,Raugrin Triome,3,Main
14,Garrison Fogt,Four-color Cycling,7,2,Needleverge Pathway,4,Main
14,Garrison Fogt,Four-color Cycling,7,2,Blightstep Pathway,1,Main
14,Garrison Fogt,Four-color Cycling,7,2,Clearwater Pathway,1,Main
14,Garrison Fogt,Four-color Cycling,7,2,Hengegate Pathway,4,Main
14,Garrison Fogt,Four-color Cycling,7,2,Riverglide Pathway,4,Main
14,Garrison Fogt,Four-color Cycling,7,2,Shatter the Sky,3,Sideboard
14,Garrison Fogt,Four-color Cycling,7,2,Roiling Vortex,2,Sideboard
14,Garrison Fogt,Four-color Cycling,7,2,Redcap Melee,3,Sideboard
14,Garrison Fogt,Four-color Cycling,7,2,Shredded Sails,2,Sideboard
14,Garrison Fogt,Four-color Cycling,7,2,Lurrus of the Dream-Den,1,Sideboard
14,Garrison Fogt,Four-color Cycling,7,2,Negate,2,Sideboard
14,Garrison Fogt,Four-color Cycling,7,2,Mystical Dispute,2,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,Giant Killer,3,Main
15,Kazune Kosaka,Naya Fury,7,2,Shepherd of the Flock,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Bonecrusher Giant,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Edgewall Innkeeper,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Lovestruck Beast,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Fabled Passage,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Sejiri Shelter,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Kazuul's Fury,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Branchloft Pathway,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Cragcrown Pathway,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Needleverge Pathway,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Unleash Fury,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Showdown of the Skalds,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Forest,2,Main
15,Kazune Kosaka,Naya Fury,7,2,Mountain,2,Main
15,Kazune Kosaka,Naya Fury,7,2,Plains,1,Main
15,Kazune Kosaka,Naya Fury,7,2,Goldspan Dragon,4,Main
15,Kazune Kosaka,Naya Fury,7,2,Archon of Absolution,2,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,Roiling Vortex,2,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,Redcap Melee,2,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,The Akroan War,3,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,Ox of Agonas,2,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,Fire Prophecy,3,Sideboard
15,Kazune Kosaka,Naya Fury,7,2,Giant Killer,1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,"Valki, God of Lies",2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Mazemind Tome,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,"Vorinclex, Monstrous Raider",1,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Negate,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Jwari Disruption,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Heartless Act,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Eliminate,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Extinction Event,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Sea Gate Restoration,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Alrund's Epiphany,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Shadows' Verdict,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Cultivate,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Emergent Ultimatum,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Kiora Bests the Sea God,1,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Wolfwillow Haven,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Omen of the Sea,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Binding the Old Gods,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Island,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Ketria Triome,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Barkchannel Pathway,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Darkbore Pathway,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Forest,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Swamp,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Clearwater Pathway,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Fabled Passage,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Zagoth Triome,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Shadows' Verdict,1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,"Yorion, Sky Nomad",1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,"Koma, Cosmos Serpent",1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Cling to Dust,1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Duress,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Crippling Fear,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Elder Gargaroth,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Glimpse of Freedom,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7,2,Mystical Dispute,3,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Fervent Champion,4,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Rimrock Knight,2,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Frost Bite,3,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Robber of the Rich,4,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Bonecrusher Giant,4,Main
17,Barry Riddell,Mono-Red Aggro,7,2,"Anax, Hardened in the Forge",4,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Embercleave,3,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Faceless Haven,4,Main
17,Barry Riddell,Mono-Red Aggro,7,2, Snow-Covered Mountain,20,Main
17,Barry Riddell,Mono-Red Aggro,7,2,"Torbran, Thane of Red Fell",2,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Shatterskull Smashing,1,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Castle Embereth,1,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Goldspan Dragon,2,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Fireblade Charger,3,Main
17,Barry Riddell,Mono-Red Aggro,7,2,The Akroan War,1,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Dragonkin Berserker,2,Main
17,Barry Riddell,Mono-Red Aggro,7,2,Redcap Melee,2,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Roiling Vortex,2,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Embereth Paladin,1,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Frost Bite,1,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Embereth Shieldbreaker,2,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Soul Sear,3,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,The Akroan War,1,Sideboard
17,Barry Riddell,Mono-Red Aggro,7,2,Roil Eruption,3,Sideboard
18,M. Kraus,Naya Fury,7,2,Bonecrusher Giant,4,Main
18,M. Kraus,Naya Fury,7,2,Branchloft Pathway,4,Main
18,M. Kraus,Naya Fury,7,2,Brushfire Elemental,4,Main
18,M. Kraus,Naya Fury,7,2,Cragcrown Pathway,4,Main
18,M. Kraus,Naya Fury,7,2,Edgewall Innkeeper,4,Main
18,M. Kraus,Naya Fury,7,2,Embercleave,3,Main
18,M. Kraus,Naya Fury,7,2,Fabled Passage,4,Main
18,M. Kraus,Naya Fury,7,2,Forest,4,Main
18,M. Kraus,Naya Fury,7,2,Giant Killer,2,Main
18,M. Kraus,Naya Fury,7,2,Questing Beast,2,Main
18,M. Kraus,Naya Fury,7,2,Kazandu Mammoth,4,Main
18,M. Kraus,Naya Fury,7,2,Arni Brokenbrow,1,Main
18,M. Kraus,Naya Fury,7,2,Lovestruck Beast,4,Main
18,M. Kraus,Naya Fury,7,2,Mountain,2,Main
18,M. Kraus,Naya Fury,7,2,Needleverge Pathway,3,Main
18,M. Kraus,Naya Fury,7,2,Plains,1,Main
18,M. Kraus,Naya Fury,7,2,Shatterskull Smashing,3,Main
18,M. Kraus,Naya Fury,7,2,Showdown of the Skalds,3,Main
18,M. Kraus,Naya Fury,7,2,Temple of Plenty,1,Main
18,M. Kraus,Naya Fury,7,2,The Great Henge,1,Main
18,M. Kraus,Naya Fury,7,2,Goldspan Dragon,2,Main
18,M. Kraus,Naya Fury,7,2,Fire Prophecy,4,Sideboard
18,M. Kraus,Naya Fury,7,2,"Klothys, God of Destiny",1,Sideboard
18,M. Kraus,Naya Fury,7,2,Masked Vandal,2,Sideboard
18,M. Kraus,Naya Fury,7,2,Ox of Agonas,2,Sideboard
18,M. Kraus,Naya Fury,7,2,The Akroan War,2,Sideboard
18,M. Kraus,Naya Fury,7,2,Giant Killer,1,Sideboard
18,M. Kraus,Naya Fury,7,2,Scavenging Ooze,1,Sideboard
18,M. Kraus,Naya Fury,7,2,Snakeskin Veil,2,Sideboard
19,NamelessThing,Naya Fury,7,2,Needleverge Pathway,4,Main
19,NamelessThing,Naya Fury,7,2,Lovestruck Beast,4,Main
19,NamelessThing,Naya Fury,7,2,Sejiri Shelter,4,Main
19,NamelessThing,Naya Fury,7,2,Unleash Fury,3,Main
19,NamelessThing,Naya Fury,7,2,The Akroan War,2,Main
19,NamelessThing,Naya Fury,7,2,Fabled Passage,3,Main
19,NamelessThing,Naya Fury,7,2,Bonecrusher Giant,4,Main
19,NamelessThing,Naya Fury,7,2,Kazuul's Fury,4,Main
19,NamelessThing,Naya Fury,7,2,Showdown of the Skalds,4,Main
19,NamelessThing,Naya Fury,7,2,Giant Killer,4,Main
19,NamelessThing,Naya Fury,7,2,Goldspan Dragon,4,Main
19,NamelessThing,Naya Fury,7,2,Edgewall Innkeeper,4,Main
19,NamelessThing,Naya Fury,7,2,Cragcrown Pathway,4,Main
19,NamelessThing,Naya Fury,7,2,Branchloft Pathway,4,Main
19,NamelessThing,Naya Fury,7,2,Shepherd of the Flock,3,Main
19,NamelessThing,Naya Fury,7,2,Plains,1,Main
19,NamelessThing,Naya Fury,7,2,Mountain,2,Main
19,NamelessThing,Naya Fury,7,2,Forest,2,Main
19,NamelessThing,Naya Fury,7,2,Archon of Absolution,3,Sideboard
19,NamelessThing,Naya Fury,7,2,Redcap Melee,1,Sideboard
19,NamelessThing,Naya Fury,7,2,Phoenix of Ash,2,Sideboard
19,NamelessThing,Naya Fury,7,2,Fire Prophecy,4,Sideboard
19,NamelessThing,Naya Fury,7,2,Roiling Vortex,2,Sideboard
19,NamelessThing,Naya Fury,7,2,Embereth Shieldbreaker,1,Sideboard
19,NamelessThing,Naya Fury,7,2,"Reidane, God of the Worthy",2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Bonecrusher Giant,4,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Embercleave,3,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Fervent Champion,4,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Rimrock Knight,3,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Robber of the Rich,4,Main
20,Tyler Heule,Mono-Red Aggro,7,2,"Torbran, Thane of Red Fell",2,Main
20,Tyler Heule,Mono-Red Aggro,7,2,"Anax, Hardened in the Forge",4,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Fireblade Charger,3,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Frost Bite,3,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Goldspan Dragon,3,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Dragonkin Berserker,2,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Faceless Haven,4,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Castle Embereth,2,Main
20,Tyler Heule,Mono-Red Aggro,7,2, Snow-Covered Mountain,19,Main
20,Tyler Heule,Mono-Red Aggro,7,2,Ox of Agonas,2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Embereth Paladin,1,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Opportunistic Dragon,1,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Roiling Vortex,4,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Embereth Shieldbreaker,2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Soul Sear,1,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Redcap Melee,2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7,2,Scorching Dragonfire,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Ruin Crab,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Thieves' Guild Enforcer,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Soaring Thought-Thief,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Merfolk Windrobber,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Eliminate,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Didn't Say Please,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Mystical Dispute,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Heartless Act,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Into the Story,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Drown in the Loch,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Of One Mind,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Agadeem's Awakening,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Castle Locthwain,1,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Zagoth Triome,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Temple of Deceit,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Swamp,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Fabled Passage,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Clearwater Pathway,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Island,5,Main
21,Andrew Baeckstrom,Dimir Rogues,7,2,Mystical Dispute,1,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Lurrus of the Dream-Den,1,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Lullmage's Domination,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Negate,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Cling to Dust,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Crippling Fear,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Dead Weight,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7,2,Skyclave Shade,3,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Shark Typhoon,3,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Clearwater Pathway,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Riverglide Pathway,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Saw It Coming,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Bonecrusher Giant,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,"Valki, God of Lies",3,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Heartless Act,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Temple of Deceit,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Temple of Epiphany,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Swamp,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Brazen Borrower,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Island,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Behold the Multiverse,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Mazemind Tome,3,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Blightstep Pathway,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Goldspan Dragon,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Shatterskull Smashing,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Negate,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Mountain,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Eliminate,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Erebos's Intervention,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Disdainful Stroke,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Mystical Dispute,3,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Shadows' Verdict,2,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Ox of Agonas,2,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Duress,3,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Scorching Dragonfire,1,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,"Kroxa, Titan of Death's Hunger",1,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Erebos's Intervention,1,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7,2,Cinderclasm,2,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Emergent Ultimatum,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Omen of the Sea,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Wolfwillow Haven,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Cultivate,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,"Vorinclex, Monstrous Raider",1,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,"Valki, God of Lies",2,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Behold the Multiverse,3,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Alrund's Epiphany,2,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Kiora Bests the Sea God,1,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Barkchannel Pathway,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Darkbore Pathway,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Clearwater Pathway,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Ketria Triome,1,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Zagoth Triome,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Fabled Passage,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Forest,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Swamp,3,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Island,3,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Temple of Mystery,1,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Blightstep Pathway,1,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Binding the Old Gods,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Sea Gate Restoration,2,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Jwari Disruption,4,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Heartless Act,3,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Shadows' Verdict,3,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Agonizing Remorse,2,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Mystical Dispute,2,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,Negate,2,Main
23,Petros Tziotis,Sultai Ultimatum,7,2,"Yorion, Sky Nomad",1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Duress,3,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Negate,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Cling to Dust,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Crippling Fear,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Eliminate,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Elder Gargaroth,2,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,"Polukranos, Unchained",2,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,"Koma, Cosmos Serpent",1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Mazemind Tome,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7,2,Soul Shatter,1,Sideboard
24,insanity,Mono-White Aggro,7,2,Alseid of Life's Bounty,4,Main
24,insanity,Mono-White Aggro,7,2,Giant Killer,2,Main
24,insanity,Mono-White Aggro,7,2,"Halvar, God of Battle",3,Main
24,insanity,Mono-White Aggro,7,2,Luminarch Aspirant,4,Main
24,insanity,Mono-White Aggro,7,2,Seasoned Hallowblade,4,Main
24,insanity,Mono-White Aggro,7,2,Selfless Savior,4,Main
24,insanity,Mono-White Aggro,7,2,Skyclave Apparition,4,Main
24,insanity,Mono-White Aggro,7,2,Usher of the Fallen,4,Main
24,insanity,Mono-White Aggro,7,2,Maul of the Skyclaves,3,Main
24,insanity,Mono-White Aggro,7,2,Faceless Haven,4,Main
24,insanity,Mono-White Aggro,7,2, Snow-Covered Plains,19,Main
24,insanity,Mono-White Aggro,7,2,"Reidane, God of the Worthy",2,Main
24,insanity,Mono-White Aggro,7,2,Sentinel's Eyes,2,Main
24,insanity,Mono-White Aggro,7,2,Legion Angel,1,Main
24,insanity,Mono-White Aggro,7,2,Drannith Magistrate,3,Sideboard
24,insanity,Mono-White Aggro,7,2,Legion Angel,3,Sideboard
24,insanity,Mono-White Aggro,7,2,Soul-Guide Lantern,2,Sideboard
24,insanity,Mono-White Aggro,7,2,Glass Casket,4,Sideboard
24,insanity,Mono-White Aggro,7,2,"Reidane, God of the Worthy",1,Sideboard
24,insanity,Mono-White Aggro,7,2,Giant Killer,2,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Phoenix of Ash,1,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Goldspan Dragon,2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,"Torbran, Thane of Red Fell",2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Bonecrusher Giant,4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Fireblade Charger,3,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,"Anax, Hardened in the Forge",4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Robber of the Rich,4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Rimrock Knight,2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Fervent Champion,4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Embercleave,4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Frost Bite,3,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Castle Embereth,2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Faceless Haven,4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2, Snow-Covered Mountain,19,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Dragonkin Berserker,2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Redcap Melee,1,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Frost Bite,1,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,The Akroan War,2,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Phoenix of Ash,2,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Scorching Dragonfire,2,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Roiling Vortex,3,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Ox of Agonas,2,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7,2,Soul Sear,2,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,Castle Ardenvale,1,Main
26,Tianhao Xu,Mono-White Aggro,7,2, Snow-Covered Plains,18,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Faceless Haven,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Giant Killer,2,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Usher of the Fallen,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Selfless Savior,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Luminarch Aspirant,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Seasoned Hallowblade,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Maul of the Skyclaves,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,"Reidane, God of the Worthy",2,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Skyclave Apparition,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,"Halvar, God of Battle",2,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Legion Angel,1,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Alseid of Life's Bounty,4,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Sentinel's Eyes,2,Main
26,Tianhao Xu,Mono-White Aggro,7,2,Glass Casket,4,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,Drannith Magistrate,2,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,"Reidane, God of the Worthy",1,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,Legion Angel,2,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,Soul-Guide Lantern,1,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,Giant Killer,2,Sideboard
26,Tianhao Xu,Mono-White Aggro,7,2,Archon of Absolution,3,Sideboard
27,Jomy Alfonso,Mono-White Aggro,7,2,Alseid of Life's Bounty,4,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Faceless Haven,4,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Castle Ardenvale,1,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Giant Killer,3,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Selfless Savior,4,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Usher of the Fallen,3,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Luminarch Aspirant,4,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Seasoned Hallowblade,4,Main
27,Jomy Alfonso,Mono-White Aggro,7,2,Maul of the Skyclaves,4,Main
