Rank,Player,Deck,Record,Card,Count,Main/Side
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Needleverge Pathway,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Shatterskull Smashing,4,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,The Great Henge,1,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Branchloft Pathway,3,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Mountain,2,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Plains,1,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,The Akroan War,1,Main
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,"Klothys, God of Destiny",2,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Ox of Agonas,2,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Scorching Dragonfire,2,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Archon of Absolution,3,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Drannith Magistrate,3,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,Redcap Melee,2,Sideboard
64,MASAHIDE MORIYAMA,Gruul Adventures,5/3/2000,The Akroan War,1,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Zagoth Triome,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Island,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Swamp,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Forest,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Jwari Disruption,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Darkbore Pathway,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Barkchannel Pathway,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Clearwater Pathway,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Fabled Passage,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Ketria Triome,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Omen of the Sea,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Binding the Old Gods,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Shadows' Verdict,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Heartless Act,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Cultivate,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Alrund's Epiphany,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Eliminate,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,"Valki, God of Lies",2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Extinction Event,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Emergent Ultimatum,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,"Vorinclex, Monstrous Raider",1,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Sea Gate Restoration,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Kiora Bests the Sea God,1,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Negate,2,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Mazemind Tome,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,Wolfwillow Haven,4,Main
65,Franche Tan,Sultai Ultimatum,5/3/2000,"Yorion, Sky Nomad",1,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Glimpse of Freedom,1,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Negate,2,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,"Koma, Cosmos Serpent",1,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Elder Gargaroth,2,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Mystical Dispute,4,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Crippling Fear,2,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Cling to Dust,1,Sideboard
65,Franche Tan,Sultai Ultimatum,5/3/2000,Shadows' Verdict,1,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000, Snow-Covered Mountain,18,Main
66,krinring,Mono-Red Aggro,5/3/2000,Frost Bite,3,Main
66,krinring,Mono-Red Aggro,5/3/2000,Fervent Champion,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,Fireblade Charger,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,Rimrock Knight,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,Robber of the Rich,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,Bonecrusher Giant,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,"Anax, Hardened in the Forge",4,Main
66,krinring,Mono-Red Aggro,5/3/2000,"Torbran, Thane of Red Fell",2,Main
66,krinring,Mono-Red Aggro,5/3/2000,Goldspan Dragon,2,Main
66,krinring,Mono-Red Aggro,5/3/2000,Embercleave,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,Faceless Haven,4,Main
66,krinring,Mono-Red Aggro,5/3/2000,Castle Embereth,2,Main
66,krinring,Mono-Red Aggro,5/3/2000,The Akroan War,1,Main
66,krinring,Mono-Red Aggro,5/3/2000,Redcap Melee,2,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Phoenix of Ash,2,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Fire Prophecy,2,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Shredded Sails,1,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,The Akroan War,1,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Ox of Agonas,1,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Opportunistic Dragon,1,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Soul Sear,2,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Embereth Paladin,2,Sideboard
66,krinring,Mono-Red Aggro,5/3/2000,Mythos of Vadrok,1,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Omen of the Sea,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,"Valki, God of Lies",2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Brazen Borrower,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Heartless Act,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Elspeth's Nightmare,1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Cultivate,3,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Binding the Old Gods,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Shadows' Verdict,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Emergent Ultimatum,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,"Vorinclex, Monstrous Raider",1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Alrund's Epiphany,1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Kiora Bests the Sea God,1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Extinction Event,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Zagoth Triome,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Ketria Triome,1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Barkchannel Pathway,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Darkbore Pathway,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Clearwater Pathway,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Sea Gate Restoration,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Swamp,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Forest,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Island,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Jwari Disruption,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Shark Typhoon,1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Fabled Passage,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Elder Gargaroth,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Wolfwillow Haven,4,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Migration Path,1,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Lithoform Blight,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Mazemind Tome,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,Fae of Wishes,2,Main
67,Leon Milton,Sultai Ultimatum,5/3/2000,"Yorion, Sky Nomad",1,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Mystical Dispute,2,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,"Koma, Cosmos Serpent",1,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Cling to Dust,1,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Necromentia,1,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Midnight Clock,1,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Shark Typhoon,3,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Negate,2,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Pestilent Haze,2,Sideboard
67,Leon Milton,Sultai Ultimatum,5/3/2000,Elder Gargaroth,1,Sideboard
68,Omar B,Naya Adventures,5/3/2000,Seasoned Hallowblade,3,Main
68,Omar B,Naya Adventures,5/3/2000,Shepherd of the Flock,3,Main
68,Omar B,Naya Adventures,5/3/2000,Bonecrusher Giant,4,Main
68,Omar B,Naya Adventures,5/3/2000,Edgewall Innkeeper,4,Main
68,Omar B,Naya Adventures,5/3/2000,Lovestruck Beast,4,Main
68,Omar B,Naya Adventures,5/3/2000,Unleash Fury,4,Main
68,Omar B,Naya Adventures,5/3/2000,Fabled Passage,4,Main
68,Omar B,Naya Adventures,5/3/2000,Sejiri Shelter,3,Main
68,Omar B,Naya Adventures,5/3/2000,Kazuul's Fury,4,Main
68,Omar B,Naya Adventures,5/3/2000,Branchloft Pathway,4,Main
68,Omar B,Naya Adventures,5/3/2000,Cragcrown Pathway,4,Main
68,Omar B,Naya Adventures,5/3/2000,Needleverge Pathway,4,Main
68,Omar B,Naya Adventures,5/3/2000,Goldspan Dragon,4,Main
68,Omar B,Naya Adventures,5/3/2000,Showdown of the Skalds,4,Main
68,Omar B,Naya Adventures,5/3/2000,Plains,2,Main
68,Omar B,Naya Adventures,5/3/2000,Forest,1,Main
68,Omar B,Naya Adventures,5/3/2000,Mountain,2,Main
68,Omar B,Naya Adventures,5/3/2000,Giant Killer,2,Main
68,Omar B,Naya Adventures,5/3/2000,Archon of Absolution,2,Sideboard
68,Omar B,Naya Adventures,5/3/2000,The Akroan War,3,Sideboard
68,Omar B,Naya Adventures,5/3/2000,"Reidane, God of the Worthy",2,Sideboard
68,Omar B,Naya Adventures,5/3/2000,Phoenix of Ash,2,Sideboard
68,Omar B,Naya Adventures,5/3/2000,Giant Killer,2,Sideboard
68,Omar B,Naya Adventures,5/3/2000,Fire Prophecy,3,Sideboard
68,Omar B,Naya Adventures,5/3/2000,Ox of Agonas,1,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Drannith Stinger,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Flourishing Fox,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Drannith Healer,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Valiant Rescuer,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Boon of the Wish-Giver,3,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Go for Blood,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Memory Leak,3,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Frostveil Ambush,3,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Startling Development,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Zenith Flare,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Improbable Alliance,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Brightclimb Pathway,2,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Raugrin Triome,3,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Needleverge Pathway,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Blightstep Pathway,1,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Clearwater Pathway,1,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Hengegate Pathway,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Riverglide Pathway,4,Main
69,Santi Delgado,Four-color Cycling,5/3/2000,Shatter the Sky,2,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Roiling Vortex,2,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Redcap Melee,2,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Shredded Sails,2,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Lurrus of the Dream-Den,1,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Negate,2,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Mystical Dispute,2,Sideboard
69,Santi Delgado,Four-color Cycling,5/3/2000,Glass Casket,2,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,Edgewall Innkeeper,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Mountain,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Forest,8,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Scavenging Ooze,2,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Brushfire Elemental,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Shatterskull Smashing,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Bonecrusher Giant,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Lovestruck Beast,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Kazandu Mammoth,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Questing Beast,2,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Embercleave,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Cragcrown Pathway,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Fabled Passage,4,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,The Great Henge,2,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,The Akroan War,2,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Arni Brokenbrow,2,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Fire Prophecy,2,Main
70,Misplacedginger,Gruul Adventures,5/3/2000,Wilt,2,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,Soul Sear,3,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,Ox of Agonas,2,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,Fire Prophecy,2,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,"Klothys, God of Destiny",2,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,"Vivien, Monsters' Advocate",2,Sideboard
70,Misplacedginger,Gruul Adventures,5/3/2000,"Garruk, Unleashed",2,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,Phoenix of Ash,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Faceless Haven,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Embercleave,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Opportunistic Dragon,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,"Anax, Hardened in the Forge",4,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Bonecrusher Giant,4,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Robber of the Rich,4,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Spikefield Hazard,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Frost Bite,4,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Fervent Champion,4,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Akoum Hellhound,4,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Castle Embereth,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Fabled Passage,1,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Dragonkin Berserker,4,Main
71,Etherion,Mono-Red Aggro,5/3/2000, Snow-Covered Mountain,15,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Goldspan Dragon,2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,"Torbran, Thane of Red Fell",2,Main
71,Etherion,Mono-Red Aggro,5/3/2000,Ox of Agonas,2,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,The Akroan War,2,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,Scorching Dragonfire,2,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,Roiling Vortex,3,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,Phoenix of Ash,2,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,Soul Sear,2,Sideboard
71,Etherion,Mono-Red Aggro,5/3/2000,Opportunistic Dragon,2,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,Bonecrusher Giant,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Brushfire Elemental,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Cragcrown Pathway,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Edgewall Innkeeper,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Embercleave,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Mountain,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Fabled Passage,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Kazandu Mammoth,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Lovestruck Beast,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Questing Beast,2,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Scavenging Ooze,2,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Shatterskull Smashing,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Goldspan Dragon,4,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,The Great Henge,2,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Forest,8,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Snakeskin Veil,1,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Fire Prophecy,1,Main
72,Brandon Downs,Gruul Adventures,5/2/2000,Scorching Dragonfire,2,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,"Klothys, God of Destiny",2,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,Ox of Agonas,2,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,Soul Sear,3,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,"Garruk, Unleashed",1,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,"Vivien, Monsters' Advocate",2,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,Wilt,2,Sideboard
72,Brandon Downs,Gruul Adventures,5/2/2000,Embereth Shieldbreaker,1,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Fervent Champion,4,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000, Snow-Covered Mountain,19,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Fireblade Charger,3,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Frost Bite,3,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Robber of the Rich,4,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Rimrock Knight,2,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,"Anax, Hardened in the Forge",3,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Bonecrusher Giant,4,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,"Torbran, Thane of Red Fell",2,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Goldspan Dragon,3,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Embercleave,3,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Shatterskull Smashing,1,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Faceless Haven,4,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Castle Embereth,1,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Dragonkin Berserker,2,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Phoenix of Ash,1,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,The Akroan War,1,Main
73,Michael Ingram,Mono-Red Aggro,4/3/2000,The Akroan War,1,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Ox of Agonas,3,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Phoenix of Ash,1,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Soul Sear,2,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Opportunistic Dragon,2,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Redcap Melee,2,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Roiling Vortex,2,Sideboard
73,Michael Ingram,Mono-Red Aggro,4/3/2000,Scorching Dragonfire,2,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Lovestruck Beast,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Fabled Passage,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Bonecrusher Giant,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Cragcrown Pathway,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Edgewall Innkeeper,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Kazandu Mammoth,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Brushfire Elemental,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Scavenging Ooze,2,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Questing Beast,2,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Arni Brokenbrow,2,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,The Great Henge,2,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Embercleave,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,The Akroan War,2,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Shatterskull Smashing,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Fire Prophecy,2,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Snow-Covered Forest,8,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Snow-Covered Mountain,4,Main
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Soul Sear,3,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Wilt,2,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Frost Bite,2,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,"Garruk, Unleashed",2,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,"Klothys, God of Destiny",2,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,"Vivien, Monsters' Advocate",2,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Ox of Agonas,1,Sideboard
74,Kasey Jarvis,Gruul Adventures,4/3/2000,Fire Prophecy,1,Sideboard
75,Maxime Mathy,Gruul Adventures,4/3/2000,Bonecrusher Giant,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Brushfire Elemental,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Cragcrown Pathway,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Edgewall Innkeeper,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Embercleave,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Fabled Passage,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Goldspan Dragon,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Kazandu Mammoth,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Lovestruck Beast,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Forest,7,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Questing Beast,2,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Scavenging Ooze,2,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Shatterskull Smashing,4,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Snakeskin Veil,2,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Arni Brokenbrow,2,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Mountain,5,Main
75,Maxime Mathy,Gruul Adventures,4/3/2000,Ox of Agonas,2,Sideboard
75,Maxime Mathy,Gruul Adventures,4/3/2000,Scorching Dragonfire,4,Sideboard
75,Maxime Mathy,Gruul Adventures,4/3/2000,Soul Sear,2,Sideboard
75,Maxime Mathy,Gruul Adventures,4/3/2000,The Akroan War,2,Sideboard
75,Maxime Mathy,Gruul Adventures,4/3/2000,Wilt,3,Sideboard
75,Maxime Mathy,Gruul Adventures,4/3/2000,The Great Henge,2,Sideboard
76,Robert McKee,Mono-Red Aggro,4/3/2000, Snow-Covered Mountain,18,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Frost Bite,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Fervent Champion,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Fireblade Charger,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Rimrock Knight,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Robber of the Rich,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Bonecrusher Giant,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,"Anax, Hardened in the Forge",4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,"Torbran, Thane of Red Fell",2,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Goldspan Dragon,2,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Embercleave,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Faceless Haven,4,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Castle Embereth,2,Main
76,Robert McKee,Mono-Red Aggro,4/3/2000,Redcap Melee,4,Sideboard
76,Robert McKee,Mono-Red Aggro,4/3/2000,Phoenix of Ash,4,Sideboard
76,Robert McKee,Mono-Red Aggro,4/3/2000,Scorching Dragonfire,3,Sideboard
76,Robert McKee,Mono-Red Aggro,4/3/2000,Claim the Firstborn,4,Sideboard
77,Rapsolo,Mono-White Aggro,4/3/2000,Alseid of Life's Bounty,4,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,Giant Killer,2,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,"Halvar, God of Battle",3,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,Luminarch Aspirant,4,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,Seasoned Hallowblade,4,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,Selfless Savior,4,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,Skyclave Apparition,4,Main
77,Rapsolo,Mono-White Aggro,4/3/2000,Usher of the Fallen,3,Main
